uid,arota,bladder,duodenum,esophagus,gall bladder,left adrenal gland,left kidney,liver,pancreas,postcava,prostate/uterus,right adrenal gland,right kidney,spleen,stomach
amos_0116,0.9067017082785808,0.3968781055336064,0.5782151340346114,0.7652889076339098,0.86225614927905,0.570926143024619,0.9699289904291448,0.9562387817289704,0.7558684282279454,0.7140928725701944,,0.3773006134969325,0.9734894404389715,0.9222771169372191,0.8979175897208684
amos_0353,0.9351710011080748,0.6498833199818885,0.8331292273489459,0.9043559921982229,0.9249557431305642,0.8622254231184732,0.9640963396428682,0.982013796424132,0.8874244150381211,0.9058176541398018,,0.82888187872415,0.9652299100375074,0.9671164667968837,0.9517757902134315
amos_0371,0.9172934907389956,0.8942471900478032,0.6868771777593992,0.8073013897531632,0.6991203921305311,0.7333333333333333,0.9493196375335754,0.9645957969013652,0.8594577207114232,0.7396424637803948,,0.7163601161665053,0.9438743895991678,0.9628001984974207,0.9556487150071299
amos_0025,0.9079646880944252,0.908941947565543,0.3079967248908297,0.6642524573202276,0.8700969081679741,0.3549124143183549,0.9511214089530479,0.9428602129819699,0.8384902168884535,0.8986046511627906,,0.5137254901960784,0.9430005108019591,0.8817029574260643,0.8055161704138816
amos_0323,0.9394864863141653,0.8494179496808111,0.8421395440639494,0.8852129009671349,0.9021004385531045,0.8175105485232067,0.9601109269412215,0.9751974630631353,0.9231019655186447,0.8817930914986571,,0.7538556446637877,,0.9727653237580703,0.9595125774176727
amos_0131,0.8662772129664129,0.7821935832124423,0.8664444237224916,0.9180368865270397,0.9002839069582109,0.8559183673469388,0.9568491236000499,0.9696348031978684,0.8695698651736441,0.7155989119219586,,0.8240963855421687,0.9537657959493697,0.9698579287644263,0.9601044367782682
amos_0572,0.8361148518661023,,0.1886388814608244,0.73827202159973,,0.4023552502453386,0.9489377725146932,0.738707667780385,0.5386252019644543,0.4903416787918318,,0.5345482156416097,0.9488423546104408,0.8982671549268806,0.5820902902539928
amos_0304,0.9363129163721672,0.905826962520977,0.707944694392626,0.8403343334762109,0.8715218771114432,0.8087373468300479,0.9594092977928965,0.9726200667751048,0.8689648239943206,0.8901020323973488,,0.7637630662020906,0.9565598136097051,0.9660636775867504,0.8628310302721285
amos_0076,0.887249406489053,0.893484555984556,0.5332268654067962,0.7727907440654299,0.8959056994168914,0.5356842989084802,0.9424630406650719,0.9556669262029837,0.7843888697816865,0.59415451549678,,0.7494539781591264,0.9359801600215457,0.9399024472823845,0.8705304094198985
amos_0135,0.9087698646262508,0.8668917926882983,0.8497560265093583,0.8137027206370272,0.9017378593470846,0.836783822821377,0.9712381000479786,0.9525505480833298,0.8819108188191082,0.9236487721650113,,0.8496732026143791,0.9656792796339123,0.9710024434360423,0.8612582296068272
amos_0112,0.9439385610605228,0.8866762820124353,0.7209200983596352,0.875546880258464,0.9170372429127293,0.8797266514806378,0.9316574175394716,0.9652730468873267,0.7649925630557929,0.7721834120433937,,0.8103552077062011,,0.9491162705508669,0.8714284235907731
amos_0150,0.9297845062259611,0.9401780745687257,0.4706549664675853,0.7547003525264395,,0.7821339950372208,0.9372661026184531,0.9551111566252722,0.5367610250779143,0.7649942952295785,,0.8574697613599216,0.9456483528944832,0.945936956438764,0.9051559581382257
amos_0373,0.836740490960571,0.9258266673460029,0.6533224269835923,0.8121265766762558,0.8945143579029202,0.7687341480285912,0.9457738952650899,0.9622131018313677,0.41093786005069516,0.7703123751697691,,0.7832512315270936,0.9535155236530313,0.873252838112737,0.7878850387109014
